person_id,display_name,variants,first_game,last_game,game_count,games,span_years,largest_gap_years,uncertain
adam-brejnakowski,Adam Brejnakowski,Adam Brejnakowski,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
adam-bryant,Adam Bryant,Adam Bryant,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
adam-callens,Adam Callens,Adam Callens,halo-mcc,halo-5,2,halo-mcc|halo-5,1,1,False
adam-chapin,Adam Chapin,Adam Chapin,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
adam-citterbart,Adam Citterbart,Adam Citterbart,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
adam-crist,Adam Crist,Adam Crist,halo-cea,halo-4,2,halo-cea|halo-4,1,1,False
adam-crockett,Adam Crockett,Adam Crockett,halo-ce,halo-campaign-evolved,2,halo-ce|halo-campaign-evolved,25,25,False
adam-croft,Adam Croft,Adam Croft|Adam T. Croft,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
adam-d-hughes,Adam Hughes,Adam Hughes|Adam D Hughes,halo-mcc,halo-5,2,halo-mcc|halo-5,1,1,False
adam-dolin,Adam Dolin,Adam Dolin,halo-cea,halo-cea,1,halo-cea,0,0,False
adam-dorner,Adam Dorner,Adam Dorner,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
adam-frankenfeld,Adam Frankenfeld,Adam Frankenfeld,halo-mcc-2021,halo-infinite,2,halo-mcc-2021|halo-infinite,0,0,False
adam-fulton,Adam Fulton,Adam Fulton,halo-cea,halo-cea,1,halo-cea,0,0,False
adam-gaetano,Adam Gaetano,Adam Gaetano,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
adam-gold,Adam Gold,Adam Gold,halo-4,halo-5,2,halo-4|halo-5,3,3,False
adam-grayson,Adam Grayson,Adam Grayson,halo-5,halo-infinite,2,halo-5|halo-infinite,6,6,False
adam-h-wong,Adam H. Wong,Adam H. Wong,halo-mcc,halo-mcc-2021,3,halo-mcc|halo-5|halo-mcc-2021,7,6,False
adam-hansen,Adam Hansen,Adam Hansen,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
adam-johnson,Adam Johnson,Adam Johnson,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
adam-korkmazov,Adam Korkmazov,Adam Korkmazov,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
adam-landry,Adam Landry,Adam Landry|Adam Landy,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
adam-luftman,Adam Luftman,Adam Luftman,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
adam-mahlum,Adam Mahlum,Adam Mahlum,halo-4,halo-4,1,halo-4,0,0,False
adam-miles,Adam Miles,Adam Miles,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
adam-nielsen,Adam Nielsen,Adam Nielsen|Adam J. Nielsen,halo-4,halo-5,3,halo-4|halo-mcc|halo-5,3,2,False
adam-peterson,Adam Peterson,Adam Peterson,halo-4,halo-5,2,halo-4|halo-5,3,3,False
adam-pino,Adam Pino,Adam Pino,halo-4,halo-4,1,halo-4,0,0,False
adam-sipos,Ádám Sipos,Ádám Sipos,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
adam-sturge,Adam Sturge,Adam Sturge,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
adam-tewes,Adam Tewes,Adam Tewes,halo-ce,halo-ce,1,halo-ce,0,0,False
adam-torok,Ádám Török,Ádám Török,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
adam-ward,Adam Ward,Adam Ward,halo-cea,halo-cea,1,halo-cea,0,0,False
adam-zakowicz,Adam Zakowicz,Adam Zakowicz,halo-4,halo-infinite,3,halo-4|halo-5|halo-infinite,9,6,False
adarsh-girish,Adarsh Girish,Adarsh Girish,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
additional-voices,Additional Voices,Additional Voices,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
adeel-zaidi,Adeel Zaidi,Adeel Zaidi,halo-5,halo-5,1,halo-5,0,0,False
adesina-akinleye,Adesina Akinleye,Adesina Akinleye,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
adham-ayoubi,Adham Ayoubi,Adham Ayoubi,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
adma-hughes,Adma Hughes,Adma Hughes,halo-4,halo-4,1,halo-4,0,0,False
adolfo-hernandez-santisteban,Adolfo Hernández Santisteban,Adolfo Hernández Santisteban,halo-5,halo-5,1,halo-5,0,0,False
adrian-aiken,Adrian Aiken,Adrian Aiken,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
adrian-annesley,Adrian Annesley,Adrian Annesley|Adrien Annesley,halo-3-odst,halo-3-odst,1,halo-3-odst,0,0,False
adrian-bedoya,Adrian Bedoya,Adrian Bedoya,halo-4,halo-infinite,3,halo-4|halo-5|halo-infinite,9,6,False
adrian-bell,Adrian Bell,Adrian Bell,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
adrian-blunt,Adrian Blunt,Adrian Blunt,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
adrian-brown,Adrian Brown,Adrian Brown,halo-2,halo-campaign-evolved,5,halo-2|halo-4|halo-5|halo-infinite|halo-campaign-evolved,22,8,False
adrian-campos,Adrian Campos,Adrian Campos,halo-5,halo-5,1,halo-5,0,0,False
adrian-cheung,Adrian Cheung,Adrian Cheung,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
adrian-gilles,Adrian Gilles,Adrian Gilles,halo-mcc,halo-5,2,halo-mcc|halo-5,1,1,False
adrian-gonzalez-lopez,Adrián González López,Adrián González López,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
adrian-helling,Adrian Helling,Adrian Helling,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
adrian-merinoruperez,Adrian Merino-Ruperez,Adrian Merino-Ruperez,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
adrian-ortiz,Adrián Ortiz,Adrián Ortiz,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
adrian-perez,Adrian Perez,Adrian Perez|Adrian Mark Perez,halo-ce,halo-reach,5,halo-ce|halo-2|halo-3|halo-3-odst|halo-reach,9,3,False
adrian-valencia-chavez,Adrian Valencia Chavez,Adrian Valencia Chavez,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
adrian-vasquez,Adrian Vasquez,Adrian Vasquez,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
adrian-veenje,Adrian Veenje,Adrian Veenje,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
adric-braithwaite,Adric Braithwaite,Adric Braithwaite,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
adrien-cho,Adrien Cho,Adrien Cho,halo-4,halo-infinite,3,halo-4|halo-5|halo-infinite,9,6,False
adrien-mingot,Adrien Mingot,Adrien Mingot,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
adrienne-barbeau,Adrienne Barbeau,Adrienne Barbeau,halo-4,halo-4,1,halo-4,0,0,False
adrienne-sengpiehl,Adrienne Sengpiehl,Adrienne Sengpiehl,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
adrienne-soto,Adrienne Soto,Adrienne Soto,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
advance-schematics,Advance Schematics,Advance Schematics,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
aengus-ball,Aengus Ball,Aengus Ball,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
aenok-oh,Aenok Oh,Aenok Oh,halo-5,halo-5,1,halo-5,0,0,False
agata-jab-onska,Agata Jabłońska,Agata Jabłońska,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
agata-jurkiewicz,Agata Jurkiewicz,Agata Jurkiewicz,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
agnes-nacsady,Ágnes Nacsády,Ágnes Nacsády,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
ahmad-j-chohan,Ahmad Chohan,Ahmad Chohan|Ahmad Javed Chohan|Ahmad J. Chohan|Ahmad J Chohan,halo-cea,halo-mcc,3,halo-cea|halo-4|halo-mcc,3,2,False
ahmad-qutob,Ahmad Qutob,Ahmad Qutob,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
ahmed-ahmed,Ahmed Ahmed,Ahmed Ahmed,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
ahmed-saleh,Ahmed Saleh,Ahmed Saleh,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
ai-tran,Ai Tran,Ai Tran,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
aida-jorda-sebastian,Aida Jordà Sebastian,Aida Jordà Sebastian,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
aidan-bristow,Aidan Bristow,Aidan Bristow,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
aidan-hyde,Aidan Hyde,Aidan Hyde,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
aiju-vicky-song,Ai-Ju (Vicky) Song,Ai-Ju (Vicky) Song,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
aila-enos,Aila Enos,Aila Enos,halo-mcc-2021,halo-infinite,2,halo-mcc-2021|halo-infinite,0,0,False
aimee-e-smith,Aimee Smith,Aimee Smith|Aimee E. Smith,halo-4,halo-4,1,halo-4,0,0,False
aimee-skeers,Aimee Skeers,Aimee Skeers,halo-4,halo-4,1,halo-4,0,0,False
aimy-calilung,Aimy Calilung,Aimy Calilung|Aimy Anne V. Calilung,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
aisha-braud,Aisha Braud,Aisha Braud,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
aisha-tyler,Aisha Tyler,Aisha Tyler,halo-reach,halo-campaign-evolved,2,halo-reach|halo-campaign-evolved,16,16,False
aj-helling,AJ Helling,AJ Helling,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
ajay-agrawal,Ajay Agrawal,Ajay Agrawal,halo-infinite,halo-campaign-evolved,2,halo-infinite|halo-campaign-evolved,5,5,False
ak-deyassa,AK Deyassa,AK Deyassa,halo-mcc-2021,halo-infinite,2,halo-mcc-2021|halo-infinite,0,0,False
akash-kumar,Akash Kumar,Akash Kumar,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
akin-bilgic,Akin Bilgic,Akin Bilgic,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
al-carrington,Al Carrington,Al Carrington,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
al-shier,Al Shier,Al Shier,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
alan-blackwell,Alan Blackwell,Alan Blackwell,halo-cea,halo-cea,1,halo-cea,0,0,False
alan-castellanos-moreno,Alan Castellanos Moreno,Alan Castellanos Moreno,halo-4,halo-4,1,halo-4,0,0,False
alan-freedman,Alan Freedman,Alan Freedman,halo-5,halo-5,1,halo-5,0,0,False
alan-linssen,Alan Linssen,Alan Linssen,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
alan-meyerson,Alan Meyerson,Alan Meyerson,halo-4,halo-5,2,halo-4|halo-5,3,3,False
alan-plascencia,Alan Plascencia,Alan Plascencia,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
alan-rankin,Alan Rankin,Alan Rankin,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
alan-reinhardt,Alan Reinhardt,Alan Reinhardt,halo-cea,halo-cea,1,halo-cea,0,0,False
alan-tseng,Alan Tseng,Alan Tseng,halo-reach,halo-reach,1,halo-reach,0,0,False
alan-tudyk,Alan Tudyk,Alan Tudyk,halo-3,halo-3-odst,2,halo-3|halo-3-odst,2,2,False
alan-umstead,Alan Umstead,Alan Umstead,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
alan-vazquez,Alan Vázquez,Alan Vázquez,halo-infinite,halo-campaign-evolved,2,halo-infinite|halo-campaign-evolved,5,5,False
alasdair-oram,Alasdair Oram,Alasdair Oram,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
alastair-cornish,Alastair Cornish,Alastair Cornish,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
albert-a-robles,Albert Robles,Albert Robles,halo-4,halo-5,2,halo-4|halo-5,3,3,False
albert-kosarev,Albert Kosarev,Albert Kosarev,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
albert-ng,Albert Ng,Albert Ng,halo-4,halo-5,3,halo-4|halo-mcc|halo-5,3,2,False
alberto-santiago,Alberto Santiago,Alberto Santiago,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
alec-lawless,Alec Lawless,Alec Lawless,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
alejandro-more,Alejandro More,Alejandro More,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
alejandro-palos,Alejandro Palos,Alejandro Palos,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
alek-hiebert,Alek Hiebert,Alek Hiebert,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
aleks-gershaft,Aleks Gershaft,Aleks Gershaft,halo-3,halo-3,1,halo-3,0,0,False
aleksander-kuznetsov,Aleksander Kuznetsov,Aleksander Kuznetsov|Aleksandr Kuznetsov|Alexander Kuznetsov,halo-cea,halo-infinite,4,halo-cea|halo-mcc|halo-mcc-2021|halo-infinite,10,7,False
aleksandr-artemenko,Aleksandr Artemenko,Aleksandr Artemenko|Alexander Artemenko,halo-cea,halo-mcc,2,halo-cea|halo-mcc,3,3,False
aleksandr-belotserkovets,Aleksandr Belotserkovets,Aleksandr Belotserkovets,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
aleksandr-davyidov,Aleksandr Davyidov,Aleksandr Davyidov,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
aleksandr-ermakov,Aleksandr Ermakov,Aleksandr Ermakov,halo-cea,halo-cea,1,halo-cea,0,0,False
aleksandr-feofanov,Aleksandr Feofanov,Aleksandr Feofanov,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
aleksandr-kailov,Aleksandr Kailov,Aleksandr Kailov,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
aleksandr-lukyanov,Aleksandr Lukyanov,Aleksandr Lukyanov,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
aleksandr-mikutskii,Aleksandr Mikutskii,Aleksandr Mikutskii,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
aleksandr-myala,Aleksandr Myala,Aleksandr Myala|Alexander Myala,halo-cea,halo-mcc,2,halo-cea|halo-mcc,3,3,False
aleksandr-plokhikh,Aleksandr Plokhikh,Aleksandr Plokhikh,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
aleksandr-shkarban,Aleksandr Shkarban,Aleksandr Shkarban,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
aleksandr-skolunov,Aleksandr Skolunov,Aleksandr Skolunov,halo-cea,halo-cea,1,halo-cea,0,0,False
aleksandr-smetkin,Aleksandr Smetkin,Aleksandr Smetkin,halo-cea,halo-cea,1,halo-cea,0,0,False
aleksandra-kilanova,Aleksandra Kilanova,Aleksandra Kilanova,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
aleksandra-lartseva,Aleksandra Lartseva,Aleksandra Lartseva,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
aleksandra-ola-waltos,"Aleksandra ""Ola"" Waltos","Aleksandra ""Ola"" Waltos",halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
aleksandra-pietrasiewicz,Aleksandra Pietrasiewicz,Aleksandra Pietrasiewicz,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
aleksei-andreev,Aleksei Andreev,Aleksei Andreev,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
aleksei-novorodonov,Aleksei Novorodonov,Aleksei Novorodonov,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
aleksei-tsybin,Aleksei Tsybin,Aleksei Tsybin,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
aleksey-kozliayev,Aleksey Kozliayev,Aleksey Kozliayev,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
aleksey-melnikov,Aleksey Melnikov,Aleksey Melnikov,halo-cea,halo-mcc-2021,2,halo-cea|halo-mcc-2021,10,10,False
aleksey-novorodonov,Aleksey Novorodonov,Aleksey Novorodonov,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
aleksey-polyakov,Aleksey Polyakov,Aleksey Polyakov,halo-cea,halo-cea,1,halo-cea,0,0,False
aleksey-vorobiev,Aleksey Vorobiev,Aleksey Vorobiev,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
alena-copeland,Alena Copeland,Alena Copeland,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
alessandro-parotti,Alessandro Parotti,Alessandro Parotti,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
alex-bean,Alex Bean,Alex Bean,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
alex-bezman,Alex Bezman,Alex Bezman|Aleksandr Bezman,halo-3,halo-reach,3,halo-3|halo-3-odst|halo-reach,3,2,False
alex-bhore,Alex Bhore,Alex Bhore,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
alex-bourdages,Alex Bourdages,Alex Bourdages,halo-4,halo-4,1,halo-4,0,0,False
alex-carmichael,Alex Carmichael,Alex Carmichael,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
alex-cashman,Alex Cashman,Alex Cashman,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
alex-chrisman,Alex Chrisman,Alex Chrisman,halo-cea,halo-infinite,3,halo-cea|halo-4|halo-infinite,10,9,False
alex-chu,Alex Chu,Alex Chu,halo-reach,halo-reach,1,halo-reach,0,0,False
alex-cutting,Alex Cutting,Alex Cutting,halo-3-odst,halo-infinite,5,halo-3-odst|halo-reach|halo-4|halo-5|halo-infinite,12,6,False
alex-emmet,Alex Emmet,Alex Emmet,halo-3-odst,halo-3-odst,1,halo-3-odst,0,0,False
alex-fennell,Alex Fennell,Alex Fennell,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
alex-ferguson,Alex Ferguson,Alex Ferguson,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
alex-fong,Alex Fong,Alex Fong,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
alex-green,Alex Green,Alex Green,halo-5,halo-5,1,halo-5,0,0,False
alex-grenier,Alex Grenier,Alex Grenier,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
alex-haworth,Alex Haworth,Alex Haworth,halo-4,halo-4,1,halo-4,0,0,False
alex-heise,Alex Heise,Alex Heise,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
alex-hunte,Alex Hunte,Alex Hunte,halo-4,halo-4,1,halo-4,0,0,False
alex-kocsis,Alex Kocsis,Alex Kocsis,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
alex-kozlov,Alex Kozlov,Alex Kozlov,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
alex-levick,Alex Levick,Alex Levick,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
alex-liberman,Alex Liberman,Alex Liberman,halo-cea,halo-4,2,halo-cea|halo-4,1,1,False
alex-marcinowski,Alex Marcinowski,Alex Marcinowski,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
alex-munger,Alex Munger,Alex Munger,halo-mcc-2018,halo-mcc-2018,1,halo-mcc-2018,0,0,False
alex-omlansky,Alex Omlansky,Alex Omlansky,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
alex-parlour,Alex Parlour,Alex Parlour,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
alex-patrascan,Alex Patrascan,Alex Patrascan,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
alex-pellegrino,Alex Pellegrino,Alex Pellegrino,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
alex-pfeiffer,Alex Pfeiffer,Alex Pfeiffer,halo-3-odst,halo-reach,2,halo-3-odst|halo-reach,1,1,False
alex-plante,Alex Plante,Alex Plante,halo-mcc-2018,halo-mcc-2018,1,halo-mcc-2018,0,0,False
alex-porter,Alex Porter,Alex Porter,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
alex-pumpian,Alex Pumpian,Alex Pumpian,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
alex-qutob,Alex Qutob,Alex Qutob,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
alex-sandor-rabb,Alex Sándor Rabb,Alex Sándor Rabb,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
alex-senechal,Alex Senechal,Alex Senechal,halo-5,halo-5,1,halo-5,0,0,False
alex-stodolnik,Alex Stodolnik,Alex Stodolnik,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
alex-stratulat,Alex Stratulat,Alex Stratulat,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
alex-wakeford,Alex Wakeford,Alex Wakeford,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
alex-wrightmanning,Alex Wright-Manning,Alex Wright-Manning,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
alex-you,Alex You,Alex You,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
alexander-alexandrov,Alexander Alexandrov,Alexander Alexandrov,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
alexander-armenta,Alexander Armenta,Alexander Armenta,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
alexander-barilko,Alexander Barilko,Alexander Barilko,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
alexander-basov,Alexander Basov,Alexander Basov,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
alexander-blyzniuk,Alexander Blyzniuk,Alexander Blyzniuk,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
alexander-boczar,Alexander Boczar,Alexander Boczar,halo-4,halo-5,2,halo-4|halo-5,3,3,False
alexander-boluzhenkov,Alexander Boluzhenkov,Alexander Boluzhenkov,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
alexander-burback,Alexander Burback,Alexander Burback,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
alexander-chavez,Alexander Chávez,Alexander Chávez,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
alexander-chuyko,Alexander Chuyko,Alexander Chuyko,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
alexander-hunker,Alexander Hunker,Alexander Hunker,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
alexander-ivanov,Alexander Ivanov,Alexander Ivanov,halo-mcc-2021,halo-infinite,2,halo-mcc-2021|halo-infinite,0,0,False
alexander-kairis,Alexander Kairis,Alexander Kairis,halo-4,halo-4,1,halo-4,0,0,False
alexander-kolle,Alexander Kolle,Alexander Kolle,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
alexander-komendant,Alexander Komendant,Alexander Komendant,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
alexander-leeman-johnson,Alexander Leeman Johnson,Alexander Leeman Johnson,halo-cea,halo-cea,1,halo-cea,0,0,False
alexander-lemke,Alexander Lemke,Alexander Lemke,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
alexander-miller,Alexander Miller,Alexander Miller,halo-4,halo-4,1,halo-4,0,0,False
alexander-oldring,Alexander Oldring,Alexander Oldring,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
alexander-peschanskiy,Alexander Peschanskiy,Alexander Peschanskiy,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
alexander-ponomarev,Alexander Ponomarev,Alexander Ponomarev,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
alexander-reyes,Alexander Reyes,Alexander Reyes,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
alexander-roswall,Alexander Roswall,Alexander Roswall,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
alexander-seropian,Alexander Seropian,Alexander Seropian,halo-ce,halo-ce,1,halo-ce,0,0,False
alexander-shipley,Alexander Shipley,Alexander Shipley,halo-mcc,halo-5,2,halo-mcc|halo-5,1,1,False
alexander-vue,Alexander Vue,Alexander Vue,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
alexandr-farafonov,Alexandr Farafonov,Alexandr Farafonov,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
alexandra-batalova,Alexandra Batalova,Alexandra Batalova,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
alexandra-dianis,Alexandra Dianis,Alexandra Dianis,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
alexandra-elauria,Alexandra Elauria,Alexandra Elauria|Alex Elauria,halo-mcc-2021,halo-infinite,2,halo-mcc-2021|halo-infinite,0,0,False
alexandra-limina,Alexandra Limina,Alexandra Limina,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
alexandra-petrovskova,Alexandra Petrovskova,Alexandra Petrovskova,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
alexandra-sims,Alexandra Sims,Alexandra Sims,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
alexandra-soboleva,Alexandra Soboleva,Alexandra Soboleva,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
alexandra-zakirova,Alexandra Zakirova,Alexandra Zakirova,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
alexandre-david,Alexandre David,Alexandre David,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
alexandre-fernandes-costa,Alexandre Fernandes Costa,Alexandre Fernandes Costa,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
alexandre-le-boulicaut,Alexandre Le Boulicaut,Alexandre Le Boulicaut,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
